,text,label
47,than this unexpectedly moving meditation on love  history  memory  resistance and artistic transcendence ,1
48,burning ,0
49,inadvertent ones ,0
50,hollow tribute ,0
51,the threed vistas from orbit  with the space station suspended like a huge set of wind chimes over the great blue globe  are stanzas of breathtaking  aweinspiring visual poetry  ,1
52,astonishing   frames  profound ethical and philosophical questions in the form of dazzling pop entertainment ,1
53,are no special effects  and no hollywood endings  ,0
54,there s a scientific law to be discerned here that producers would be well to heed ,0
55,we have no idea what in creation is going on ,0
56,i have always appreciated a smartly written motion picture  ,1
57,readymade midnight movie ,1
58,to the movie s contrived  lame screenplay and listless direction ,0
59,a powerful one thousand nine hundred and fiftyseven drama ,1
60,a thirdperson story now  told by hollywood  and much more ordinary for it ,0
61,nosurprise series ,0
62,extra effort to see an artist  still committed to growth in his ninth decade  change while remaining true to his principles ,1
63, nickelodeonesque kiddie flick ,1
64,offers no new insight ,0
65,disjointed ,0
66,combined with indoctrinated prejudice ,0
67,exploitation film ,0
68,who needs mindbending drugs when they can see this  the final part of the  qatsi  trilogy  directed by godfrey reggio  with music by philip glass  ,1
69,sly  sophisticated and surprising  ,1
70,for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over  no such thing is a big letdown  ,0
71,pale successor ,0
72,still want my money back  ,0
73,to the filmmakers  ivan is a prince of a fellow  but he comes across as shallow and glib though not meanspirited  and there s no indication that he s been responsible for putting together any movies of particular value or merit  ,0
74,as terrible as the synergistic impulse that created it ,0
75,obnoxious adults ,0
76,every joke is repeated at least  ,0
77,for nearly three hours ,1
78,hugescreen ,1
79,appears not to have been edited at all ,0
80,a buoyant romantic comedy about friendship  love  and the truth ,1
81,seem like such a bore ,0
82,two thousand and two s first great film ,1
83,amy and matthew have a bit of a phony relationship  but ,0
84,classy ,1
85,clunky tvmovie approach ,0
86,independent film ,1
87,with drama  romance  tragedy  bravery  political intrigue  partisans and sabotage ,1
88,more revealing  more emotional and more surprising  ,1
89,wo nt have any trouble getting kids to eat up these veggies ,1
90,ingenious and ,1
91,outrageous  ingenious ,1
92,though it pretends to expose the life of male hustlers ,0
93,a man whose engaging manner and flamboyant style made him a truly largerthanlife character ,1
94,is unconvincing soap opera that tornatore was right to cut  ,0
95,the most purely enjoyable and satisfying evenings ,1
96,demonstrates a vivid imagination and an impressive style that result in some terrific setpieces ,1
97,gentle and biting ,1
98,of dumb drug jokes and predictable slapstick ,0
99,a movie with depth ,1
100,klein charming in like comedies american pie and deadon in election,1
101,fruitful be,1
102,and soulful,1
103,the proud warrior that still lingers of the souls in these characters,1
104,covered earlier better much and,0
105,wise powerful and,1
106,and powerful a reasonably fulfilling gestalt,1
107,and smart newfangled,1
108,too it is a bomb,0
109,guilty it about,0
110,while the importance of being earnest offers opportunities for occasional and smiles chuckles,1
111,creative vibrant stevens instincts,1
112,great significance artistic,1
113,what does nt this film have that an stand kid could nt impressionable to hear,1
114,working from a surprisingly sensitive script cowritten by romoli gianni,1
115,eight crazy a is nights total misfire,0
116,weighty revelations flowery dialogue and nostalgia past the for,1
117,the campy results make mel brooks schtick belt borscht look sophisticated,1
118,demonstrate how desperate the makers of we this are doingitfor thecash sequel were,0
119,accompanied the by sketchiest of captions,0
120,a firstclass thoroughly involving and movie that effectively combines two surefire beloved genres the fight flick b the prison film,1
121,proposal indecent than,1
122,an sugar mtv hysteria,1
123,dark tom hanks as a depression era hitman in this showcases tale of revenge,1
124,does nt deliver story great a nor,0
125,with often that are sometimes bracing sometimes baffling and quite results and in unexpected ways touching,1
126,distinct rarity,1
127,yourself hate,0
128,the mystery of enigma is how a rich firstrate subject combined with so much could talent historical have yielded such a flat plodding picture,0
129,unabashedly picture romantic,1
130,that flow through the hollywood a without pipeline hitch,1
131,killed be,0
132,it will probably be in by stores video christmas,0
133,pristine the camerawork,1
134,sweatypalmed terrific fun,1
135,hold takes,1
136,check this out one,1
137,is too bad that nt likable movie is this more accomplished,1
138,a moving and weighty one of depiction family,1
139,bighearted frequently and,1
140,acceptable occasionally enjoyable very,1
141,satire a complete moron to foul up a screen adaptation of oscar wilde s classic take,0
142,a saga of of ups and downs the friendships,1
143,genres beloved,1
144,delicious and delicately,1
145,are huskies the beautiful,1
146,joyless,0
147,this than unexpectedly moving meditation on love history memory resistance and artistic transcendence,1
148,burning,0
149,ones inadvertent,0
150,tribute hollow,0
151,the threed vistas from orbit with the space like suspended station a huge set of wind chimes over the great blue visual are stanzas of breathtaking aweinspiring globe poetry,1
152,astonishing frames in ethical and philosophical questions profound the form of dazzling pop entertainment,1
153,and no special effects are no hollywood endings,0
154,there s be scientific law to a discerned here that producers would be well to heed,0
155,we creation no idea what in have is going on,0
156,i have motion appreciated a smartly written always picture,1
157,readymade movie midnight,1
158,to the screenplay s contrived lame movie and listless direction,0
159,a fiftyseven one thousand nine hundred and powerful drama,1
160,a thirdperson and now told by hollywood story much more ordinary for it,0
161,series nosurprise,0
162,extra effort to see an remaining still committed decade growth in his ninth to change while artist true to his principles,1
163,nickelodeonesque flick kiddie,1
164,offers insight new no,0
165,disjointed,0
166,indoctrinated with combined prejudice,0
167,film exploitation,0
168,who needs mindbending drugs when they can directed by the final part of the qatsi trilogy see by godfrey reggio with music this philip glass,1
169,sly surprising and sophisticated,1
170,for a guy who has waited movie years with breathless anticipation for a to hal hartley three new pore over no such thing is a big letdown,0
171,successor pale,0
172,still want money my back,0
173,to the for ivan is a prince of a fellow but he comes filmmakers as shallow glib and though not meanspirited and there value no indication that he s been responsible across putting together any movies of particular s or merit,0
174,as terrible as created synergistic impulse that the it,0
175,adults obnoxious,0
176,every at is repeated joke least,0
177,for hours three nearly,1
178,hugescreen,1
179,appears not to have been all at edited,0
180,a romantic buoyant comedy about friendship love and the truth,1
181,seem such like a bore,0
182,two two and thousand s first great film,1
183,amy but matthew have a bit of a phony relationship and,0
184,classy,1
185,clunky tvmovie approach,0
186,film independent,1
187,tragedy drama romance with bravery political intrigue partisans and sabotage,1
188,more revealing surprising emotional and more more,1
189,wo nt have up trouble getting kids to eat any these veggies,1
190,and ingenious,1
191,ingenious outrageous,1
192,though male pretends to expose the life of it hustlers,0
193,a man and engaging manner whose flamboyant style made him a truly largerthanlife character,1
194,is was soap opera that tornatore unconvincing right to cut,0
195,the most evenings enjoyable and satisfying purely,1
196,demonstrates a in imagination and an impressive style that result vivid some terrific setpieces,1
197,biting and gentle,1
198,of dumb and jokes drug predictable slapstick,0
199,with movie a depth,1
