,text,label
47,than this unexpectedly moving meditation on love  history  memory  resistance and artistic transcendence ,1
48,burning ,0
49,inadvertent ones ,0
50,hollow tribute ,0
51,the threed vistas from orbit  with the space station suspended like a huge set of wind chimes over the great blue globe  are stanzas of breathtaking  aweinspiring visual poetry  ,1
52,astonishing   frames  profound ethical and philosophical questions in the form of dazzling pop entertainment ,1
53,are no special effects  and no hollywood endings  ,0
54,there s a scientific law to be discerned here that producers would be well to heed ,0
55,we have no idea what in creation is going on ,0
56,i have always appreciated a smartly written motion picture  ,1
57,readymade midnight movie ,1
58,to the movie s contrived  lame screenplay and listless direction ,0
59,a powerful one thousand nine hundred and fiftyseven drama ,1
60,a thirdperson story now  told by hollywood  and much more ordinary for it ,0
61,nosurprise series ,0
62,extra effort to see an artist  still committed to growth in his ninth decade  change while remaining true to his principles ,1
63, nickelodeonesque kiddie flick ,1
64,offers no new insight ,0
65,disjointed ,0
66,combined with indoctrinated prejudice ,0
67,exploitation film ,0
68,who needs mindbending drugs when they can see this  the final part of the  qatsi  trilogy  directed by godfrey reggio  with music by philip glass  ,1
69,sly  sophisticated and surprising  ,1
70,for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over  no such thing is a big letdown  ,0
71,pale successor ,0
72,still want my money back  ,0
73,to the filmmakers  ivan is a prince of a fellow  but he comes across as shallow and glib though not meanspirited  and there s no indication that he s been responsible for putting together any movies of particular value or merit  ,0
74,as terrible as the synergistic impulse that created it ,0
75,obnoxious adults ,0
76,every joke is repeated at least  ,0
77,for nearly three hours ,1
78,hugescreen ,1
79,appears not to have been edited at all ,0
80,a buoyant romantic comedy about friendship  love  and the truth ,1
81,seem like such a bore ,0
82,two thousand and two s first great film ,1
83,amy and matthew have a bit of a phony relationship  but ,0
84,classy ,1
85,clunky tvmovie approach ,0
86,independent film ,1
87,with drama  romance  tragedy  bravery  political intrigue  partisans and sabotage ,1
88,more revealing  more emotional and more surprising  ,1
89,wo nt have any trouble getting kids to eat up these veggies ,1
90,ingenious and ,1
91,outrageous  ingenious ,1
92,though it pretends to expose the life of male hustlers ,0
93,a man whose engaging manner and flamboyant style made him a truly largerthanlife character ,1
94,is unconvincing soap opera that tornatore was right to cut  ,0
95,the most purely enjoyable and satisfying evenings ,1
96,demonstrates a vivid imagination and an impressive style that result in some terrific setpieces ,1
97,gentle and biting ,1
98,of dumb drug jokes and predictable slapstick ,0
99,a movie with depth ,1
100,klein in comedies like american pie and deadon in election,1
101,be fruitful,1
102,soulful and,1
103,proud warrior that still lingers in the souls of these characters,1
104,covered earlier and much better,0
105,wise and powerful,1
106,a powerful and reasonably fulfilling gestalt,1
107,smart and newfangled,1
108,it too is a bomb,0
109,guilty about it,0
110,while importance of being earnest offers opportunities for occasional smiles and chuckles,1
111,stevens vibrant creative instincts,1
112,great artistic significance,1
113,what does this film have that an impressionable kid could nt stand to hear,1
114,working a surprisingly sensitive script cowritten by gianni romoli,1
115,eight crazy nights is a total misfire,0
116,weighty revelations flowery dialogue and nostalgia for the past,1
117,campy results make mel brooks borscht belt schtick look sophisticated,1
118,demonstrate how desperate makers of this we are doingitfor thecash sequel were,0
119,accompanied by the sketchiest of captions,0
120,firstclass thoroughly involving b movie that effectively two surefire beloved genres the prison flick and the fight film,1
121,than indecent proposal,1
122,an mtv sugar hysteria,1
123,tom hanks as a depression era hitman in this dark tale of revenge,1
124,does nt deliver a great story nor,0
125,with results that are sometimes bracing sometimes baffling and quite and in unexpected ways touching,1
126,distinct rarity,1
127,hate yourself,0
128,mystery enigma is how a rich historical subject combined with so much firstrate talent could have yielded such a flat plodding picture,0
129,unabashedly romantic picture,1
130,that flow through the hollywood pipeline without a hitch,1
131,be killed,0
132,it will probably be in video stores by christmas,0
133,the pristine camerawork,1
134,terrific sweatypalmed fun,1
135,takes hold,1
136,check this one out,1
137,too bad that this likable movie is nt more accomplished,1
138,a moving and weighty depiction of one family,1
139,bighearted and frequently,1
140,acceptable occasionally very enjoyable,1
141,a complete moron to foul up a screen adaptation of oscar wilde s classic satire,0
142,a saga of the ups and downs of friendships,1
143,beloved genres,1
144,delicious and delicately,1
145,the huskies are beautiful,1
146,joyless,0
147,this unexpectedly moving meditation on love history memory resistance and artistic transcendence,1
148,burning,0
149,inadvertent ones,0
150,hollow tribute,0
151,threed from orbit with the space station suspended like a huge set of wind chimes over the great blue globe are stanzas of breathtaking aweinspiring visual poetry,1
152,astonishing frames profound and philosophical questions in the form of dazzling pop entertainment,1
153,are no special effects and no hollywood endings,0
154,there s a law to be discerned here that producers would be well to heed,0
155,we have no idea what creation is going on,0
156,i have always appreciated a smartly written motion picture,1
157,readymade midnight movie,1
158,the movie s contrived lame screenplay and listless direction,0
159,a powerful one thousand nine hundred and fiftyseven drama,1
160,a story now told by hollywood and much more ordinary for it,0
161,nosurprise series,0
162,extra effort see artist still committed to growth in his ninth decade change while remaining true to his principles,1
163,nickelodeonesque kiddie flick,1
164,offers no new insight,0
165,disjointed,0
166,combined with indoctrinated prejudice,0
167,exploitation film,0
168,who needs mindbending drugs they can see the final part of the qatsi trilogy directed by godfrey reggio with music by philip glass,1
169,sly sophisticated and surprising,1
170,for a guy waited three years with breathless anticipation for a new hal hartley movie to pore over no such thing is a big letdown,0
171,pale successor,0
172,still want my money back,0
173,ivan is a prince a fellow but he comes across as shallow and glib though not meanspirited and there s no indication that he s been responsible for putting together any movies of particular value or merit,0
174,as terrible as the synergistic impulse that created it,0
175,obnoxious adults,0
176,every joke is repeated at least,0
177,for nearly three hours,1
178,hugescreen,1
179,appears not to have been edited at all,0
180,buoyant romantic comedy about friendship love and the truth,1
181,seem like such a bore,0
182,two thousand and two s first great film,1
183,amy matthew have a bit of a phony relationship but,0
184,classy,1
185,clunky tvmovie approach,0
186,independent film,1
187,with drama romance bravery political intrigue partisans and sabotage,1
188,more revealing more emotional and more surprising,1
189,wo have any trouble getting kids to eat up these veggies,1
190,ingenious and,1
191,outrageous ingenious,1
192,though it pretends expose the life of male hustlers,0
193,man whose engaging manner and flamboyant style made him a truly largerthanlife character,1
194,is unconvincing soap that tornatore was right to cut,0
195,the most purely enjoyable and satisfying evenings,1
196,a vivid imagination and an impressive style that result in some terrific setpieces,1
197,gentle and biting,1
198,of dumb drug jokes and predictable slapstick,0
199,a movie with depth,1
200,klein bewitch in comedies like american pie and deadon in election,1
201,be fruitful,1
202,soulful and,1
203,the proud warrior that still lingers in the soul of these characters,1
204,covered earlier and much better,0
205,impertinent and powerful,1
206,A powerful and reasonably fulfilling gestalt,1
207,smart and newfangled,1
208,it too is a bomb,0
209,guilty astir it,0
210,while the grandness of being earnest offers opportunities for occasional smiles and chuckles,1
211,stevens vivacious creative instincts,1
212,great artistic significance,1
213,what does nt this film have that AN impressionable kid could nt stand to hear,1
214,working from group_A surprisingly sensitive script cowritten by gianni romoli,1
215,eight crazy nights is a add misfire,0
216,weighty revelations flowery dialogue and nostalgia for the past,1
217,the campy results make mel brooks borscht belt schtick look convolute,1
218,demonstrate how desperate the shaper of this we are doingitfor thecash sequel were,0
219,play_along by the sketchiest of captions,0
220,amp firstclass thoroughly involving b movie that effectively coalesce two surefire beloved genres the prison flick and the fight film,1
221,than indecent proposal,1
222,AN mtv sugar hysteria,1
223,showcases tom_turkey hanks as a depression era hitman in this dark tale of revenge,1
224,does NT deliver a great story nor,0
225,with results that are sometimes bracing sometimes baffling and quite oftentimes and in unexpected ways touching,1
226,clear-cut rarity,1
227,hate yourself,0
228,the mystery of enigma is how a rich historical subject combined with so much firstrate talent could have yielded such a flat plodding picture,0
229,unabashedly romantic picture,1
230,that flow through the hollywood pipeline without type_A hitch,1
231,be drink_down,0
232,it will probably be indium video stores by christmas,0
233,the pristine camerawork,1
234,terrific sweatypalmed playfulness,1
235,payoff hold,1
236,check this one come_out,1
237,is too bad that this likable movie is nt More accomplished,1
238,a moving and weighty depiction of one house,1
239,giving and frequently,1
240,acceptable once_in_a_while very enjoyable,1
241,strike a complete moron to foul up a screen adaptation of oscar wilde s classic satire,0
242,a saga of the ups and downs of friendship,1
243,dearest genres,1
244,delicious and exquisitely,1
245,the husky are beautiful,1
246,joyless,0
247,than this unexpectedly moving speculation on love history memory resistance and artistic transcendence,1
248,electrocution,0
249,inadvertent ones,0
250,hollow testimonial,0
251,the threed aspect from orbit with the space station suspended like a huge set of wind chimes over the great blueness globe are stanzas of breathtaking aweinspiring visual poetry,1
252,astonishing frames profound ethical and philosophical questions in the form of dazzling pop entertainment,1
253,are no special effects and no hollywood endings,0
254,there s a scientific police_force to be discerned here that producers would be well to heed,0
255,we have no idea what inwards creation is going on,0
256,i have always appreciated amp smartly written motion picture,1
257,readymade midnight movie,1
258,to the motion-picture_show s contrived lame screenplay and listless direction,0
259,axerophthol powerful one thousand nine hundred and fiftyseven drama,1
260,a thirdperson story now told past hollywood and much more ordinary for it,0
261,nosurprise series,0
262,extra effort to see Associate_in_Nursing artist still committed to growth in his ninth decade change while remaining true to his principles,1
263,nickelodeonesque kiddie flick,1
264,offers no new brainwave,0
265,disjoint,0
266,combined with indoctrinated prepossess,0
267,victimisation film,0
268,who needs mindbending drugs when they can see this the concluding part of the qatsi trilogy directed aside godfrey reggio with music aside philip glass,1
269,sly advanced and surprising,1
270,for a guy World_Health_Organization has waited three years with breathless anticipation for a new hal hartley pic to pore over no such thing is a big letdown,0
271,picket successor,0
272,still want my money back,0
273,to the movie_maker ivan is a prince of a swain but he comes crosswise as shallow and glib though not meanspirited and there s no indication that he s been responsible for putting together any movies of particular value or merit,0
274,AS terrible AS the synergistic impulse that created it,0
275,obnoxious adult,0
276,every joke is repeated at least,0
277,for nearly three hours,1
278,hugescreen,1
279,come_along not to have been edited at all,0
280,a perky romantic comedy about friendship love and the truth,1
281,appear like such a bore,0
282,two thousand and two s first great film,1
283,amy and matthew have a bit of a phony relationship but,0
284,classy,1
285,clunky tvmovie approach,0
286,self-governing film,1
287,with drama romance tragedy bravery political intrigue partisans and sabotage,1
288,more revealing more emotional and more surprising,1
289,wo nt have any trouble flummox kids to eat up these veggies,1
290,clever and,1
291,outrageous clever,1
292,though it pretends to expose the life of manful hustlers,0
293,a man whose engaging personal_manner and flamboyant style made him a truly largerthanlife character,1
294,is unconvincing soap opera that tornatore was rightfield to cut,0
295,the most purely enjoyable and satisfying evenings,1
296,demonstrates a vivid imagination and Associate_in_Nursing impressive style that result in some terrific setpieces,1
297,gentle and bitter,1
298,of dumb drug jokes and predictable slapstick,0
299,type_A movie with depth,1
300,klein charming in comedies like american pie like and deadon in election,1
301,Be be fruitful,1
302,soulful and,1
303,the proud warrior that still lingers in the souls of these characters,1
304,covered earlier and much better,0
305,wise and powerful,1
306,a powerful and reasonably fulfilling gestalt,1
307,smart and newfangled,1
308,it to_a_fault too is a bomb,0
309,guilty about shamed it,0
310,while the importance of being earnest offers opportunities for occasional smiles and chuckles,1
311,stevens vibrant Stevens creative instincts,1
312,outstanding great artistic significance,1
313,what does AN nt this film have that an impressionable kid could nt stand to hear,1
314,working from a surprisingly sensitive script cowritten by gianni romoli,1
315,eight crazy nights is a total eight-spot misfire,0
316,weighty revelations flowery dialogue and nostalgia for the past,1
317,the campy results make mel brooks borscht belt schtick look sophisticated,1
318,demonstrate how desperate the makers of this we are doingitfor Lord thecash sequel were,0
319,accompanied by the sketchiest past of captions,0
320,a firstclass vitamin_B thoroughly involving b movie that effectively A combines two surefire beloved genres the prison flick and the fight film,1
321,than indecent proposition proposal,1
322,an mtv sugar hysteria,1
323,showcases tom hanks as a depression era hitman in this dark tale of revenge,1
324,does nt deliver fork_over a great story nor,0
325,with results that gravel are sometimes bracing sometimes baffling and quite often and in unexpected ways touching,1
326,curiosity distinct rarity,1
327,hatred hate yourself,0
328,the conundrum mystery of enigma is how a rich historical subject combined with so much firstrate talent could have yielded such a flat plodding picture,0
329,unabashedly unabashedly romantic picture,1
330,that through_and_through flow through the hollywood pipeline without a hitch,1
331,obliterate be killed,0
332,it will probably be in video stores Christmastide by christmas,0
333,the pristine camerawork,1
334,terrific sweatypalmed fun,1
335,support takes hold,1
336,check this one out,1
337,is too bad that this make_up likable movie is nt more accomplished,1
338,ane a moving and weighty depiction of one family,1
339,bighearted and frequently,1
340,acceptable occasionally very very enjoyable,1
341,take a complete moron upwardly to foul up a screen adaptation of oscar wilde s classic satire,0
342,a saga of the ups and ampere downs of friendships,1
343,dearest beloved genres,1
344,delicious and delicately,1
345,the huskies are beautiful,1
346,joyless joyless,0
347,than this unexpectedly moving meditation on love history memory resistance and artistic transcendence,1
348,burn burning,0
349,accidental inadvertent ones,0
350,protection hollow tribute,0
351,the threed vistas from orbit with the space station suspended like a huge set of wind chimes over the great blue globe are stanzas of rig breathtaking aweinspiring visual poetry,1
352,astonishing frames profound ethical and philosophical questions in the form of dazzling pop entertainment,1
353,are no special effects effects and no hollywood endings,0
354,there s here a scientific law to be discerned here that producers would be well to heed,0
355,we have indium no idea what in creation is going on,0
356,A i have always appreciated a smartly written motion picture,1
357,readymade midnight midnight movie,1
358,to the movie s contrived lame screenplay and halt listless direction,0
359,a powerful one thousand nine hundred and fiftyseven drama,1
360,a thirdperson story now told by hollywood and much more ordinary for it,0
361,serial_publication nosurprise series,0
362,extra effort to see an artist still committed one-ninth to growth in his ninth decade change while remaining true to his principles,1
363,nickelodeonesque kiddie flick,1
364,novel offers no new insight,0
365,disunite disjointed,0
366,combined with indoctrinated prejudice,0
367,picture exploitation film,0
368,who needs mindbending drugs when they can see this the final part of the qatsi trilogy directed by godfrey reggio with music by philip glass,1
369,sly sophisticated and surprising,1
370,for a guy who has waited three years with breathless anticipation for a new hal hartley trey movie to pore over no such thing is a big letdown,0
371,pale blanch successor,0
372,still punt want my money back,0
373,to the filmmakers ivan is a prince of a fellow but he comes across as shallow and glib though not filmmaker meanspirited and there s no indication that he s been responsible for crosswise putting together any movies of particular value or merit,0
374,as terrible as the synergistic impulse that created unspeakable it,0
375,grownup obnoxious adults,0
376,every joke recapitulate is repeated at least,0
377,for nearly three minute hours,1
378,hugescreen,1
379,appears not to have been edited non at all,0
380,a buoyant romantic comedy about friendship love and the truth,1
381,seem like such stick_out a bore,0
382,two thousand and two s first great film,1
383,amy and matthew have a bit of a phony relationship but,0
384,posh classy,1
385,clunky approach_shot tvmovie approach,0
386,mugwump independent film,1
387,with drama romance tragedy bravery political intrigue partisans and disaster sabotage,1
388,more revealing more emotional and more surprising,1
389,wo nt have any trouble getting kids to eat up these eat veggies,1
390,ingenious and,1
391,outrageous horrific ingenious,1
392,though male_person it pretends to expose the life of male hustlers,0
393,a man whose engaging manner and flamboyant style made him a truly largerthanlife character,1
394,is unconvincing soap opera that tornatore was unconvincing right to cut,0
395,the most purely enjoyable virtually and satisfying evenings,1
396,demonstrates a vivid imagination and an impressive style that result AN in some terrific setpieces,1
397,gentle and biting,1
398,of dumb drug jokes and predictable predictable slapstick,0
399,a movie a with depth,1
400,klein charming in like comedies american pie and deadon in election,1
401,fruitful be,1
402,and soulful,1
403,the proud warrior that still lingers of the souls in these characters,1
404,covered earlier better much and,0
405,wise powerful and,1
406,and powerful a reasonably fulfilling gestalt,1
407,and smart newfangled,1
408,too it is a bomb,0
409,guilty it about,0
410,while the importance of being earnest offers opportunities for occasional and smiles chuckles,1
411,creative vibrant stevens instincts,1
412,great significance artistic,1
413,what does nt this film have that an stand kid could nt impressionable to hear,1
414,working from a surprisingly sensitive script cowritten by romoli gianni,1
415,eight crazy a is nights total misfire,0
416,weighty revelations flowery dialogue and nostalgia past the for,1
417,the campy results make mel brooks schtick belt borscht look sophisticated,1
418,demonstrate how desperate the makers of we this are doingitfor thecash sequel were,0
419,accompanied the by sketchiest of captions,0
420,a firstclass thoroughly involving and movie that effectively combines two surefire beloved genres the fight flick b the prison film,1
421,proposal indecent than,1
422,an sugar mtv hysteria,1
423,dark tom hanks as a depression era hitman in this showcases tale of revenge,1
424,does nt deliver story great a nor,0
425,with often that are sometimes bracing sometimes baffling and quite results and in unexpected ways touching,1
426,distinct rarity,1
427,yourself hate,0
428,the mystery of enigma is how a rich firstrate subject combined with so much could talent historical have yielded such a flat plodding picture,0
429,unabashedly picture romantic,1
430,that flow through the hollywood a without pipeline hitch,1
431,killed be,0
432,it will probably be in by stores video christmas,0
433,pristine the camerawork,1
434,sweatypalmed terrific fun,1
435,hold takes,1
436,check this out one,1
437,is too bad that nt likable movie is this more accomplished,1
438,a moving and weighty one of depiction family,1
439,bighearted frequently and,1
440,acceptable occasionally enjoyable very,1
441,satire a complete moron to foul up a screen adaptation of oscar wilde s classic take,0
442,a saga of of ups and downs the friendships,1
443,genres beloved,1
444,delicious and delicately,1
445,are huskies the beautiful,1
446,joyless,0
447,this than unexpectedly moving meditation on love history memory resistance and artistic transcendence,1
448,burning,0
449,ones inadvertent,0
450,tribute hollow,0
451,the threed vistas from orbit with the space like suspended station a huge set of wind chimes over the great blue visual are stanzas of breathtaking aweinspiring globe poetry,1
452,astonishing frames in ethical and philosophical questions profound the form of dazzling pop entertainment,1
453,and no special effects are no hollywood endings,0
454,there s be scientific law to a discerned here that producers would be well to heed,0
455,we creation no idea what in have is going on,0
456,i have motion appreciated a smartly written always picture,1
457,readymade movie midnight,1
458,to the screenplay s contrived lame movie and listless direction,0
459,a fiftyseven one thousand nine hundred and powerful drama,1
460,a thirdperson and now told by hollywood story much more ordinary for it,0
461,series nosurprise,0
462,extra effort to see an remaining still committed decade growth in his ninth to change while artist true to his principles,1
463,nickelodeonesque flick kiddie,1
464,offers insight new no,0
465,disjointed,0
466,indoctrinated with combined prejudice,0
467,film exploitation,0
468,who needs mindbending drugs when they can directed by the final part of the qatsi trilogy see by godfrey reggio with music this philip glass,1
469,sly surprising and sophisticated,1
470,for a guy who has waited movie years with breathless anticipation for a to hal hartley three new pore over no such thing is a big letdown,0
471,successor pale,0
472,still want money my back,0
473,to the for ivan is a prince of a fellow but he comes filmmakers as shallow glib and though not meanspirited and there value no indication that he s been responsible across putting together any movies of particular s or merit,0
474,as terrible as created synergistic impulse that the it,0
475,adults obnoxious,0
476,every at is repeated joke least,0
477,for hours three nearly,1
478,hugescreen,1
479,appears not to have been all at edited,0
480,a romantic buoyant comedy about friendship love and the truth,1
481,seem such like a bore,0
482,two two and thousand s first great film,1
483,amy but matthew have a bit of a phony relationship and,0
484,classy,1
485,clunky tvmovie approach,0
486,film independent,1
487,tragedy drama romance with bravery political intrigue partisans and sabotage,1
488,more revealing surprising emotional and more more,1
489,wo nt have up trouble getting kids to eat any these veggies,1
490,and ingenious,1
491,ingenious outrageous,1
492,though male pretends to expose the life of it hustlers,0
493,a man and engaging manner whose flamboyant style made him a truly largerthanlife character,1
494,is was soap opera that tornatore unconvincing right to cut,0
495,the most evenings enjoyable and satisfying purely,1
496,demonstrates a in imagination and an impressive style that result vivid some terrific setpieces,1
497,biting and gentle,1
498,of dumb and jokes drug predictable slapstick,0
499,with movie a depth,1
500,klein charming in comedies care american pie and deadon in election,1
501,beryllium fruitful,1
502,soulful and,1
503,the proud warrior that still lingers in the person of these characters,1
504,covered earlier and much better,0
505,wise and hefty,1
506,vitamin_A powerful and reasonably fulfilling gestalt,1
507,smart and new,1
508,it too is a flunk,0
509,guilty some it,0
510,while the importance of being earnest offers opportunities for episodic smiles and chuckles,1
511,stevens vibrant creative instincts,1
512,great artistic significance,1
513,what does nt this film have that an impressionable kid could nt stand to discover,1
514,working from a surprisingly sensitive script cowritten by gianni romoli,1
515,eight crazy nights is a total misfire,0
516,weighty revelations flowery dialogue and nostalgia for the retiring,1
517,the campy results make mel brooks borscht belt schtik look sophisticated,1
518,demonstrate how desperate the Maker of this we are doingitfor thecash sequel were,0
519,accompanied past the sketchiest of captions,0
520,antiophthalmic_factor firstclass thoroughly involving b movie that effectively merge two surefire beloved genres the prison flick and the fight film,1
521,than indecent proposal,1
522,Associate_in_Nursing mtv sugar hysteria,1
523,showcases tom hanks as adenine depression era hitman in this dark tale of revenge,1
524,does nt deliver a great story nor,0
525,with results that are sometimes bracing sometimes baffling and quite oftentimes and in unexpected ways touching,1
526,trenchant rarity,1
527,hatred yourself,0
528,the mystery of enigma is how a rich historical subject combined with so much firstrate talent could have yielded such a flat plodding picture,0
529,unabashedly romantic picture,1
530,that flow through the hollywood pipeline without angstrom_unit hitch,1
531,be pop,0
532,it will probably be inch video stores by christmas,0
533,the pristine camerawork,1
534,terrific sweatypalmed sport,1
535,takes throw,1
536,check this one knocked_out,1
537,personify too bad that this likable movie personify nt more accomplished,1
538,a moving and weighty depiction of one household,1
539,liberal and frequently,1
540,acceptable from_time_to_time very enjoyable,1
541,take a complete moron to foul improving a screen adaptation of oscar wilde s classic satire,0
542,a saga of the ups and downs of friendly_relationship,1
543,beloved genre,1
544,delicious and exquisitely,1
545,the husky are beautiful,1
546,joyless,0
547,than this unexpectedly moving speculation on love history memory resistance and artistic transcendence,1
548,glow,0
549,inadvertent ones,0
550,hollow testimonial,0
551,the threed vistas from orbit with the space station suspended the_likes_of a huge set of wind chimes over the great spicy globe are stanzas of breathtaking aweinspiring visual poetry,1
552,astonishing frames profound ethical and philosophical questions in the form of dazzling pop entertainment,1
553,are no special effects and no hollywood endings,0
554,there s a scientific law to be discerned here that producer would be well to heed,0
555,we have no idea what Indiana creation is going on,0
556,i have always appreciated a cleverly written motion picture,1
557,readymade midnight movie,1
558,to the movie s contrived lame screenplay and listless management,0
559,group_A powerful one thousand nine hundred and fiftyseven drama,1
560,a thirdperson story now told aside hollywood and much more ordinary for it,0
561,nosurprise series,0
562,extra effort to see Associate_in_Nursing artist still committed to growth in his ninth decade change while remaining true to his principles,1
563,nickelodeonesque kiddie pic,1
564,offers no new insight,0
565,disunite,0
566,combined with indoctrinated preconception,0
567,exploitation film,0
568,who needs mindbending drugs when they can see this the final_exam part of the qatsi trilogy directed by godfrey reggio with music by philip glass,1
569,cunning sophisticated and surprising,1
570,for a guy who has waited three years with breathless expectancy for a new hal hartley movie to pore over no such thing is a big letdown,0
571,pale successor,0
572,still want my money back,0
573,to the film_maker ivan is a prince of a cuss but he comes crosswise as shallow and glib though not meanspirited and there s no indication that he s been responsible for putting together any movies of particular value or deserve,0
574,every_bit terrible every_bit the synergistic impulse that created it,0
575,obnoxious adult,0
576,every joke is reprise at least,0
577,for nearly three minute,1
578,hugescreen,1
579,come_along not to have been edited at all,0
580,a floaty romantic comedy about friendship love and the truth,1
581,seem like such a bore,0
582,two thousand and two second first great film,1
583,amy and matthew have a bit of a phony relationship but,0
584,swish,1
585,clunky tvmovie set_about,0
586,independent flick,1
587,with drama romance tragedy bravery political intrigue partisans and counteract,1
588,more_than revealing more_than emotional and more_than surprising,1
589,wo nt have any trouble go kids to eat up these veggies,1
590,ingenious and,1
591,outrageous ingenious,1
592,though it pretends to expose the life of male_person hustlers,0
593,a man whose engaging fashion and flamboyant style made him a truly largerthanlife character,1
594,is unconvincing soap opera that tornatore exist right to cut,0
595,the most purely enjoyable and satisfying evenings,1
596,demonstrate a vivid imagination and an impressive style that result in some terrific setpieces,1
597,blue and biting,1
598,of dumb drug jokes and predictable slapstick,0
599,angstrom_unit movie with depth,1
