,text,label
47,than this unexpectedly moving meditation on love  history  memory  resistance and artistic transcendence ,1
48,burning ,0
49,inadvertent ones ,0
50,hollow tribute ,0
51,the threed vistas from orbit  with the space station suspended like a huge set of wind chimes over the great blue globe  are stanzas of breathtaking  aweinspiring visual poetry  ,1
52,astonishing   frames  profound ethical and philosophical questions in the form of dazzling pop entertainment ,1
53,are no special effects  and no hollywood endings  ,0
54,there s a scientific law to be discerned here that producers would be well to heed ,0
55,we have no idea what in creation is going on ,0
56,i have always appreciated a smartly written motion picture  ,1
57,readymade midnight movie ,1
58,to the movie s contrived  lame screenplay and listless direction ,0
59,a powerful one thousand nine hundred and fiftyseven drama ,1
60,a thirdperson story now  told by hollywood  and much more ordinary for it ,0
61,nosurprise series ,0
62,extra effort to see an artist  still committed to growth in his ninth decade  change while remaining true to his principles ,1
63, nickelodeonesque kiddie flick ,1
64,offers no new insight ,0
65,disjointed ,0
66,combined with indoctrinated prejudice ,0
67,exploitation film ,0
68,who needs mindbending drugs when they can see this  the final part of the  qatsi  trilogy  directed by godfrey reggio  with music by philip glass  ,1
69,sly  sophisticated and surprising  ,1
70,for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over  no such thing is a big letdown  ,0
71,pale successor ,0
72,still want my money back  ,0
73,to the filmmakers  ivan is a prince of a fellow  but he comes across as shallow and glib though not meanspirited  and there s no indication that he s been responsible for putting together any movies of particular value or merit  ,0
74,as terrible as the synergistic impulse that created it ,0
75,obnoxious adults ,0
76,every joke is repeated at least  ,0
77,for nearly three hours ,1
78,hugescreen ,1
79,appears not to have been edited at all ,0
80,a buoyant romantic comedy about friendship  love  and the truth ,1
81,seem like such a bore ,0
82,two thousand and two s first great film ,1
83,amy and matthew have a bit of a phony relationship  but ,0
84,classy ,1
85,clunky tvmovie approach ,0
86,independent film ,1
87,with drama  romance  tragedy  bravery  political intrigue  partisans and sabotage ,1
88,more revealing  more emotional and more surprising  ,1
89,wo nt have any trouble getting kids to eat up these veggies ,1
90,ingenious and ,1
91,outrageous  ingenious ,1
92,though it pretends to expose the life of male hustlers ,0
93,a man whose engaging manner and flamboyant style made him a truly largerthanlife character ,1
94,is unconvincing soap opera that tornatore was right to cut  ,0
95,the most purely enjoyable and satisfying evenings ,1
96,demonstrates a vivid imagination and an impressive style that result in some terrific setpieces ,1
97,gentle and biting ,1
98,of dumb drug jokes and predictable slapstick ,0
99,a movie with depth ,1
100,klein charming in comedies like american pie like and deadon in election,1
101,Be be fruitful,1
102,soulful and,1
103,the proud warrior that still lingers in the souls of these characters,1
104,covered earlier and much better,0
105,wise and powerful,1
106,a powerful and reasonably fulfilling gestalt,1
107,smart and newfangled,1
108,it to_a_fault too is a bomb,0
109,guilty about shamed it,0
110,while the importance of being earnest offers opportunities for occasional smiles and chuckles,1
111,stevens vibrant Stevens creative instincts,1
112,outstanding great artistic significance,1
113,what does AN nt this film have that an impressionable kid could nt stand to hear,1
114,working from a surprisingly sensitive script cowritten by gianni romoli,1
115,eight crazy nights is a total eight-spot misfire,0
116,weighty revelations flowery dialogue and nostalgia for the past,1
117,the campy results make mel brooks borscht belt schtick look sophisticated,1
118,demonstrate how desperate the makers of this we are doingitfor Lord thecash sequel were,0
119,accompanied by the sketchiest past of captions,0
120,a firstclass vitamin_B thoroughly involving b movie that effectively A combines two surefire beloved genres the prison flick and the fight film,1
121,than indecent proposition proposal,1
122,an mtv sugar hysteria,1
123,showcases tom hanks as a depression era hitman in this dark tale of revenge,1
124,does nt deliver fork_over a great story nor,0
125,with results that gravel are sometimes bracing sometimes baffling and quite often and in unexpected ways touching,1
126,curiosity distinct rarity,1
127,hatred hate yourself,0
128,the conundrum mystery of enigma is how a rich historical subject combined with so much firstrate talent could have yielded such a flat plodding picture,0
129,unabashedly unabashedly romantic picture,1
130,that through_and_through flow through the hollywood pipeline without a hitch,1
131,obliterate be killed,0
132,it will probably be in video stores Christmastide by christmas,0
133,the pristine camerawork,1
134,terrific sweatypalmed fun,1
135,support takes hold,1
136,check this one out,1
137,is too bad that this make_up likable movie is nt more accomplished,1
138,ane a moving and weighty depiction of one family,1
139,bighearted and frequently,1
140,acceptable occasionally very very enjoyable,1
141,take a complete moron upwardly to foul up a screen adaptation of oscar wilde s classic satire,0
142,a saga of the ups and ampere downs of friendships,1
143,dearest beloved genres,1
144,delicious and delicately,1
145,the huskies are beautiful,1
146,joyless joyless,0
147,than this unexpectedly moving meditation on love history memory resistance and artistic transcendence,1
148,burn burning,0
149,accidental inadvertent ones,0
150,protection hollow tribute,0
151,the threed vistas from orbit with the space station suspended like a huge set of wind chimes over the great blue globe are stanzas of rig breathtaking aweinspiring visual poetry,1
152,astonishing frames profound ethical and philosophical questions in the form of dazzling pop entertainment,1
153,are no special effects effects and no hollywood endings,0
154,there s here a scientific law to be discerned here that producers would be well to heed,0
155,we have indium no idea what in creation is going on,0
156,A i have always appreciated a smartly written motion picture,1
157,readymade midnight midnight movie,1
158,to the movie s contrived lame screenplay and halt listless direction,0
159,a powerful one thousand nine hundred and fiftyseven drama,1
160,a thirdperson story now told by hollywood and much more ordinary for it,0
161,serial_publication nosurprise series,0
162,extra effort to see an artist still committed one-ninth to growth in his ninth decade change while remaining true to his principles,1
163,nickelodeonesque kiddie flick,1
164,novel offers no new insight,0
165,disunite disjointed,0
166,combined with indoctrinated prejudice,0
167,picture exploitation film,0
168,who needs mindbending drugs when they can see this the final part of the qatsi trilogy directed by godfrey reggio with music by philip glass,1
169,sly sophisticated and surprising,1
170,for a guy who has waited three years with breathless anticipation for a new hal hartley trey movie to pore over no such thing is a big letdown,0
171,pale blanch successor,0
172,still punt want my money back,0
173,to the filmmakers ivan is a prince of a fellow but he comes across as shallow and glib though not filmmaker meanspirited and there s no indication that he s been responsible for crosswise putting together any movies of particular value or merit,0
174,as terrible as the synergistic impulse that created unspeakable it,0
175,grownup obnoxious adults,0
176,every joke recapitulate is repeated at least,0
177,for nearly three minute hours,1
178,hugescreen,1
179,appears not to have been edited non at all,0
180,a buoyant romantic comedy about friendship love and the truth,1
181,seem like such stick_out a bore,0
182,two thousand and two s first great film,1
183,amy and matthew have a bit of a phony relationship but,0
184,posh classy,1
185,clunky approach_shot tvmovie approach,0
186,mugwump independent film,1
187,with drama romance tragedy bravery political intrigue partisans and disaster sabotage,1
188,more revealing more emotional and more surprising,1
189,wo nt have any trouble getting kids to eat up these eat veggies,1
190,ingenious and,1
191,outrageous horrific ingenious,1
192,though male_person it pretends to expose the life of male hustlers,0
193,a man whose engaging manner and flamboyant style made him a truly largerthanlife character,1
194,is unconvincing soap opera that tornatore was unconvincing right to cut,0
195,the most purely enjoyable virtually and satisfying evenings,1
196,demonstrates a vivid imagination and an impressive style that result AN in some terrific setpieces,1
197,gentle and biting,1
198,of dumb drug jokes and predictable predictable slapstick,0
199,a movie a with depth,1
